Project,ReflectiveTarget,Type
boot-dubbo,org.springframework.jdbc.core.JdbcOperations,Type 3
boot-dubbo,org.springframework.data.jpa.repository.support.JpaRepositoryFactoryBean,Type 3
boot-dubbo,org.springframework.data.jpa.repository.JpaRepository,Type 3
boot-dubbo,org.springframework.dao.annotation.PersistenceExceptionTranslationPostProcessor,Type 3
boot-dubbo,org.springframework.context.annotation.EnableAspectJAutoProxy,Type 3
boot-dubbo,org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrint,Type 3
boot-dubbo,org.springframework.boot.test.autoconfigure.properties.PropertyMapping,Type 3
boot-dubbo,org.springframework.boot.logging.logback.WhitespaceThrowableProxyConverter,Type 3
boot-dubbo,org.springframework.boot.logging.logback.LevelRemappingAppender,Type 3
boot-dubbo,org.springframework.boot.cloudfoundry.VcapApplicationListener,Type 3
boot-dubbo,org.springframework.boot.autoconfigure.orm.jpa.JpaProperties,Type 3
boot-dubbo,org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaAutoConfiguration$HibernateEntityManagerCondition,Type 3
boot-dubbo,org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaAutoConfiguration,Type 3
boot-dubbo,org.springframework.boot.autoconfigure.jta.JtaProperties,Type 3
boot-dubbo,org.springframework.boot.autoconfigure.jta.JtaAutoConfiguration,Type 3
boot-dubbo,org.springframework.boot.autoconfigure.jta.BitronixJtaConfiguration,Type 3
boot-dubbo,org.springframework.boot.autoconfigure.jta.AtomikosJtaConfiguration,Type 3
boot-dubbo,org.springframework.boot.autoconfigure.jdbc.DataSourceProperties,Type 3
boot-dubbo,org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration$NonEmbeddedDataSourceCondition,Type 3
boot-dubbo,org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration$EmbeddedDataSourceCondition,Type 3
boot-dubbo,org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration$DataSourceAvailableCondition,Type 3
boot-dubbo,org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration,Type 3
boot-dubbo,org.springframework.boot.autoconfigure.dao.PersistenceExceptionTranslationAutoConfiguration,Type 3
boot-dubbo,org.springframework.boot.autoconfigure.condition.OnClassCondition,Type 3
boot-dubbo,org.springframework.boot.autoconfigure.AutoConfigurationPackages$BasePackages,Type 3
boot-dubbo,org.springframework.beans.factory.support.BeanNameGenerator,Type 3
boot-dubbo,org.springframework.beans.factory.config.PropertiesFactoryBean,Type 3
boot-dubbo,org.springframework.aop.Advisor,Type 3
boot-dubbo,org.hibernate.dialect.H2Dialect,Type 3
boot-dubbo,org.hibernate.cfg.ImprovedNamingStrategy,Type 3
boot-dubbo,org.h2.Driver,Type 3
boot-dubbo,org.aspectj.lang.reflect.Advice,Type 3
boot-dubbo,org.aspectj.lang.annotation.Aspect,Type 3
boot-dubbo,com.github.pagehelper.PageHelper,Type 3
boot-dubbo,ch.qos.logback.core.rolling.SizeBasedTriggeringPolicy,Type 3
boot-dubbo,ch.qos.logback.core.rolling.RollingFileAppender,Type 3
boot-dubbo,ch.qos.logback.core.rolling.FixedWindowRollingPolicy,Type 3
boot-dubbo,ch.qos.logback.core.ConsoleAppender,Type 3
boot-dubbo,org.springframework.transaction.annotation.TransactionManagementConfigurer,Type 4
boot-dubbo,org.springframework.transaction.annotation.TransactionManagementConfigurationSelector,Type 4
boot-dubbo,org.springframework.transaction.annotation.Propagation,Type 4
boot-dubbo,org.springframework.transaction.annotation.Isolation,Type 4
boot-dubbo,org.springframework.transaction.annotation.EnableTransactionManagement,Type 4
boot-dubbo,org.springframework.transaction.annotation.AbstractTransactionManagementConfiguration,Type 4
boot-dubbo,org.springframework.test.context.ContextConfiguration,Type 4
boot-dubbo,org.springframework.context.annotation.ScopedProxyMode,Type 4
boot-dubbo,org.springframework.context.annotation.Role,Type 4
boot-dubbo,org.springframework.context.annotation.ProfileCondition,Type 4
boot-dubbo,org.springframework.context.annotation.Primary,Type 4
boot-dubbo,org.springframework.context.annotation.Conditional,Type 4
boot-dubbo,org.springframework.context.annotation.ComponentScan$Filter,Type 4
boot-dubbo,org.springframework.context.annotation.ComponentScan,Type 4
boot-dubbo,org.springframework.context.annotation.AspectJAutoProxyRegistrar,Type 4
boot-dubbo,org.springframework.context.annotation.AnnotationScopeMetadataResolver,Type 4
boot-dubbo,org.springframework.context.annotation.AnnotationConfigApplicationContext,Type 4
boot-dubbo,org.springframework.context.annotation.AdviceModeImportSelector,Type 4
boot-dubbo,org.springframework.context.annotation.AdviceMode,Type 4
boot-dubbo,org.springframework.boot.test.autoconfigure.web.servlet.AutoConfigureMockMvc,Type 4
boot-dubbo,org.springframework.boot.context.properties.ConfigurationProperties,Type 4
boot-dubbo,org.springframework.boot.autoconfigure.SpringBootApplication,Type 4
boot-dubbo,org.springframework.boot.autoconfigure.EnableAutoConfiguration,Type 4
boot-dubbo,org.springframework.beans.factory.annotation.Required,Type 4
boot-dubbo,org.hibernate.service.spi.InjectService,Type 4
boot-dubbo,boot.dubbo.infrastructure.entity.User,Type 4
camelinaction2,org.springframework.core.$Proxy65,Type 1
camelinaction2,org.springframework.core.$Proxy62,Type 1
camelinaction2,org.springframework.core.$Proxy61,Type 1
camelinaction2,org.springframework.core.$Proxy17,Type 1
camelinaction2,org.springframework.context.Phased,Type 1
camelinaction2,org.springframework.context.Lifecycle,Type 1
camelinaction2,org.springframework.beans.factory.xml.DefaultBeanDefinitionDocumentReader,Type 1
camelinaction2,org.springframework.aop.support.AopUtils,Type 1
camelinaction2,org.slf4j.spi.LocationAwareLogger,Type 1
camelinaction2,org.slf4j.LoggerFactory,Type 1
camelinaction2,org.slf4j.Logger,Type 1
camelinaction2,org.slf4j.impl.StaticLoggerBinder,Type 1
camelinaction2,org.restlet.engine.log.LoggerFacade,Type 1
camelinaction2,org.restlet.engine.adapter.ClientAdapter,Type 1
camelinaction2,org.jboss.shrinkwrap.impl.base.spec.WebArchiveImpl,Type 1
camelinaction2,org.jboss.shrinkwrap.impl.base.ServiceExtensionLoader,Type 1
camelinaction2,org.jboss.shrinkwrap.impl.base.path.BasicPath,Type 1
camelinaction2,org.jboss.shrinkwrap.impl.base.MemoryMapArchiveImpl,Type 1
camelinaction2,org.jboss.shrinkwrap.descriptor.spi.node.dom.XmlDomNodeDescriptorImporterImpl,Type 1
camelinaction2,org.jboss.arquillian.testenricher.cdi.client.CDIEnricherExtension,Type 1
camelinaction2,org.jboss.arquillian.test.spi.TestResult,Type 1
camelinaction2,org.jboss.arquillian.test.spi.TestClass,Type 1
camelinaction2,org.jboss.arquillian.test.spi.event.suite.TestEvent,Type 1
camelinaction2,org.jboss.arquillian.test.spi.event.suite.Test,Type 1
camelinaction2,org.jboss.arquillian.test.spi.event.suite.SuiteEvent,Type 1
camelinaction2,org.jboss.arquillian.test.spi.event.suite.ClassEvent,Type 1
camelinaction2,org.jboss.arquillian.test.spi.event.suite.BeforeTestLifecycleEvent,Type 1
camelinaction2,org.jboss.arquillian.test.spi.event.suite.AfterTestLifecycleEvent,Type 1
camelinaction2,org.jboss.arquillian.test.spi.event.enrichment.EnrichmentEvent,Type 1
camelinaction2,org.jboss.arquillian.test.spi.context.TestContext,Type 1
camelinaction2,org.jboss.arquillian.test.spi.context.SuiteContext,Type 1
camelinaction2,org.jboss.arquillian.test.spi.context.ClassContext,Type 1
camelinaction2,org.jboss.arquillian.test.impl.TestContextHandler,Type 1
camelinaction2,org.jboss.arquillian.test.impl.EventTestRunnerAdaptor,Type 1
camelinaction2,org.jboss.arquillian.test.impl.context.TestContextImpl,Type 1
camelinaction2,org.jboss.arquillian.test.impl.context.SuiteContextImpl,Type 1
camelinaction2,org.jboss.arquillian.test.impl.context.ClassContextImpl,Type 1
camelinaction2,org.jboss.arquillian.protocol.servlet.v_3.ServletProtocol,Type 1
camelinaction2,org.jboss.arquillian.protocol.servlet.v_2_5.ServletProtocol,Type 1
camelinaction2,org.jboss.arquillian.protocol.servlet.ServletExtension,Type 1
camelinaction2,org.jboss.arquillian.core.spi.ServiceLoader,Type 1
camelinaction2,org.jboss.arquillian.core.spi.EventContext,Type 1
camelinaction2,org.jboss.arquillian.core.impl.ManagerImpl,Type 1
camelinaction2,org.jboss.arquillian.core.impl.loadable.LoadableExtensionLoader,Type 1
camelinaction2,org.jboss.arquillian.core.api.threading.ExecutorService,Type 1
camelinaction2,org.jboss.arquillian.core.api.InstanceProducer,Type 1
camelinaction2,org.jboss.arquillian.core.api.Instance,Type 1
camelinaction2,org.jboss.arquillian.core.api.Injector,Type 1
camelinaction2,org.jboss.arquillian.core.api.Event,Type 1
camelinaction2,org.jboss.arquillian.container.test.spi.command.Command,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.execution.RemoteTestExecuter,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.execution.LocalTestExecuter,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.execution.event.ExecutionEvent,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.execution.ClientTestExecuter,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.execution.ClientBeforeAfterLifecycleEventExecuter,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.enricher.resource.RemoteResourceCommandObserver,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.domain.ProtocolRegistry,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.ContainerTestExtension,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.ClientTestInstanceEnricher,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.client.protocol.ProtocolRegistryCreator,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.client.protocol.local.LocalProtocol,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.client.deployment.tool.ArchiveDeploymentToolingExporter,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.client.deployment.event.GenerateDeployment,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.client.deployment.DeploymentGenerator,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.client.deployment.command.DeploymentCommandObserver,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.client.deployment.ClientDeployerCreator,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.client.ContainerEventController,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.client.container.ContainerRestarter,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.client.container.command.ContainerCommandObserver,Type 1
camelinaction2,org.jboss.arquillian.container.test.impl.client.container.ClientContainerControllerCreator,Type 1
camelinaction2,org.jboss.arquillian.container.test.api.Deployer,Type 1
camelinaction2,org.jboss.arquillian.container.test.api.ContainerController,Type 1
camelinaction2,org.jboss.arquillian.container.spi.event.StopContainer,Type 1
camelinaction2,org.jboss.arquillian.container.spi.event.StartContainer,Type 1
camelinaction2,org.jboss.arquillian.container.spi.event.SetupContainer,Type 1
camelinaction2,org.jboss.arquillian.container.spi.event.DeploymentEvent,Type 1
camelinaction2,org.jboss.arquillian.container.spi.event.DeployDeployment,Type 1
camelinaction2,org.jboss.arquillian.container.spi.event.ContainerMultiControlEvent,Type 1
camelinaction2,org.jboss.arquillian.container.spi.event.ContainerControlEvent,Type 1
camelinaction2,org.jboss.arquillian.container.spi.event.container.ContainerEvent,Type 1
camelinaction2,org.jboss.arquillian.container.spi.context.DeploymentContext,Type 1
camelinaction2,org.jboss.arquillian.container.spi.context.ContainerContext,Type 1
camelinaction2,org.jboss.arquillian.container.spi.ContainerRegistry,Type 1
camelinaction2,org.jboss.arquillian.container.spi.Container,Type 1
camelinaction2,org.jboss.arquillian.container.spi.client.protocol.metadata.ProtocolMetaData,Type 1
camelinaction2,org.jboss.arquillian.container.spi.client.deployment.DeploymentScenario,Type 1
camelinaction2,org.jboss.arquillian.container.spi.client.deployment.DeploymentDescription,Type 1
camelinaction2,org.jboss.arquillian.container.spi.client.deployment.Deployment,Type 1
camelinaction2,org.jboss.arquillian.container.jetty.embedded_9.JettyExtension,Type 1
camelinaction2,org.jboss.arquillian.container.jetty.embedded_9.JettyEmbeddedContainer,Type 1
camelinaction2,org.jboss.arquillian.container.jetty.embedded_9.JettyEmbeddedConfiguration,Type 1
camelinaction2,org.jboss.arquillian.container.impl.context.DeploymentContextImpl,Type 1
camelinaction2,org.jboss.arquillian.container.impl.context.ContainerContextImpl,Type 1
camelinaction2,org.jboss.arquillian.container.impl.ContainerExtension,Type 1
camelinaction2,org.jboss.arquillian.container.impl.client.deployment.ArchiveDeploymentExporter,Type 1
camelinaction2,org.jboss.arquillian.container.impl.client.ContainerDeploymentContextHandler,Type 1
camelinaction2,org.jboss.arquillian.container.impl.client.container.DeploymentExceptionHandler,Type 1
camelinaction2,org.jboss.arquillian.container.impl.client.container.ContainerRegistryCreator,Type 1
camelinaction2,org.jboss.arquillian.container.impl.client.container.ContainerLifecycleController,Type 1
camelinaction2,org.jboss.arquillian.container.impl.client.container.ContainerDeployController,Type 1
camelinaction2,org.jboss.arquillian.config.impl.extension.ConfigurationRegistrar,Type 1
camelinaction2,org.jboss.arquillian.config.impl.extension.ConfigExtension,Type 1
camelinaction2,org.jboss.arquillian.config.descriptor.impl.ArquillianDescriptorImpl,Type 1
camelinaction2,org.jboss.arquillian.config.descriptor.api.ArquillianDescriptor,Type 1
camelinaction2,org.eclipse.jetty.util.log.Slf4jLog,Type 1
camelinaction2,org.eclipse.jetty.deploy.App,Type 1
camelinaction2,org.apache.neethi.builders.converters.Converter,Type 1
camelinaction2,org.apache.log4j.spi.OptionHandler,Type 1
camelinaction2,org.apache.log4j.Logger,Type 1
camelinaction2,org.apache.log4j.Layout,Type 1
camelinaction2,org.apache.log4j.helpers.Loader,Type 1
camelinaction2,org.apache.log4j.CategoryKey,Type 1
camelinaction2,org.apache.log4j.Category,Type 1
camelinaction2,org.apache.log4j.Appender,Type 1
camelinaction2,org.apache.http.StatusLine,Type 1
camelinaction2,org.apache.http.ProtocolVersion,Type 1
camelinaction2,org.apache.http.params.HttpParams,Type 1
camelinaction2,org.apache.http.HttpEntity,Type 1
camelinaction2,org.apache.http.HeaderIterator,Type 1
camelinaction2,org.apache.http.Header,Type 1
camelinaction2,org.apache.http.client.methods.CloseableHttpResponse,Type 1
camelinaction2,org.apache.derby.jdbc.AutoloadedDriver,Type 1
camelinaction2,org.apache.cxf.message.Message,Type 1
camelinaction2,org.apache.cxf.jaxrs.provider.MultipartProvider,Type 1
camelinaction2,org.apache.cxf.jaxrs.provider.JAXBElementTypedProvider,Type 1
camelinaction2,org.apache.cxf.jaxrs.provider.JAXBElementProvider,Type 1
camelinaction2,org.apache.cxf.jaxrs.provider.DataSourceProvider,Type 1
camelinaction2,org.apache.cxf.jaxrs.provider.AbstractJAXBProvider,Type 1
camelinaction2,org.apache.cxf.jaxrs.provider.AbstractConfigurableProvider,Type 1
camelinaction2,org.apache.cxf.jaxrs.nio.NioWriteEntity,Type 1
camelinaction2,org.apache.cxf.jaxrs.model.UserResource,Type 1
camelinaction2,org.apache.cxf.jaxrs.lifecycle.ResourceProvider,Type 1
camelinaction2,org.apache.cxf.interceptor.Interceptor,Type 1
camelinaction2,org.apache.cxf.feature.Feature,Type 1
camelinaction2,org.apache.cxf.common.logging.Log4jLogger,Type 1
camelinaction2,org.apache.cxf.common.injection.NoJSR250Annotations,Type 1
camelinaction2,org.apache.camel.util.spring.KeyManagersParametersFactoryBean$JaxbAccessorF_keyStore,Type 1
camelinaction2,org.apache.camel.util.jndi.CamelInitialContextFactory,Type 1
camelinaction2,org.apache.camel.spring.SpringCamelContext,Type 1
camelinaction2,org.apache.camel.spi.RoutePolicy,Type 1
camelinaction2,org.apache.camel.spi.RouteContext,Type 1
camelinaction2,org.apache.camel.spi.RestConfiguration,Type 1
camelinaction2,org.apache.camel.spi.PackageScanFilter,Type 1
camelinaction2,org.apache.camel.spi.InterceptStrategy,Type 1
camelinaction2,org.apache.camel.spi.DataFormat,Type 1
camelinaction2,org.apache.camel.spi.ClassResolver,Type 1
camelinaction2,org.apache.camel.spi.AsPredicate,Type 1
camelinaction2,org.apache.camel.spi.AsEndpointUri,Type 1
camelinaction2,org.apache.camel.RoutesBuilder,Type 1
camelinaction2,org.apache.camel.Route,Type 1
camelinaction2,org.apache.camel.ProducerTemplate,Type 1
camelinaction2,org.apache.camel.processor.aggregate.AggregationStrategy,Type 1
camelinaction2,org.apache.camel.NamedNode,Type 1
camelinaction2,org.apache.camel.model.validator.PredicateValidatorDefinition,Type 1
camelinaction2,org.apache.camel.model.validator.EndpointValidatorDefinition,Type 1
camelinaction2,org.apache.camel.model.validator.CustomValidatorDefinition,Type 1
